# J, eta_p, CT, CP
0.00,0.0000,0.0966,0.0606
0.03,0.0517,0.0965,0.0597
0.06,0.1031,0.0964,0.0588
0.09,0.1543,0.0962,0.0579
0.12,0.2057,0.0959,0.0569
0.14,0.2570,0.0955,0.0560
0.17,0.3087,0.0949,0.0550
0.20,0.3594,0.0940,0.0543
0.23,0.4113,0.0928,0.0531
0.26,0.4614,0.0912,0.0522
0.29,0.5088,0.0892,0.0513
0.32,0.5529,0.0868,0.0505
0.35,0.5938,0.0840,0.0496
0.38,0.6320,0.0808,0.0486
0.41,0.6673,0.0773,0.0473
0.43,0.6992,0.0734,0.0459
0.46,0.7273,0.0691,0.0442
0.49,0.7508,0.0645,0.0424
0.52,0.7713,0.0597,0.0405
0.55,0.7894,0.0548,0.0384
0.58,0.8047,0.0499,0.0360
0.61,0.8174,0.0448,0.0335
0.64,0.8266,0.0396,0.0307
0.67,0.8324,0.0343,0.0276
0.70,0.8336,0.0289,0.0243
0.72,0.8259,0.0233,0.0206
0.75,0.8023,0.0177,0.0167
0.78,0.7503,0.0119,0.0126
0.81,0.6161,0.0060,0.0081
0.84,-0.0007,0.0000,0.0043
