# J, eta_p, CT, CP
0.00,0.0000,0.0984,0.0371
0.02,0.0512,0.0966,0.0368
0.04,0.1011,0.0946,0.0364
0.06,0.1496,0.0925,0.0361
0.08,0.1965,0.0902,0.0357
0.09,0.2418,0.0878,0.0352
0.11,0.2852,0.0852,0.0348
0.13,0.3265,0.0825,0.0342
0.15,0.3656,0.0796,0.0337
0.17,0.4025,0.0767,0.0332
0.19,0.4374,0.0737,0.0326
0.21,0.4703,0.0706,0.0319
0.23,0.5012,0.0674,0.0312
0.25,0.5300,0.0642,0.0304
0.27,0.5569,0.0608,0.0295
0.28,0.5816,0.0574,0.0286
0.30,0.6040,0.0539,0.0275
0.32,0.6237,0.0503,0.0265
0.34,0.6407,0.0466,0.0253
0.36,0.6545,0.0428,0.0240
0.38,0.6653,0.0390,0.0227
0.40,0.6726,0.0350,0.0212
0.42,0.6742,0.0310,0.0196
0.44,0.6682,0.0268,0.0180
0.46,0.6520,0.0226,0.0163
0.47,0.6205,0.0182,0.0145
0.49,0.5674,0.0138,0.0126
0.51,0.4755,0.0093,0.0107
0.53,0.3105,0.0047,0.0088
0.55,-0.0022,-0.0000,0.0070
