# J, eta_p, CT, CP
0.0,0.00,0.1240,0.1838
0.1,0.05,0.1245,0.1807
0.1,0.10,0.1249,0.1781
0.1,0.14,0.1254,0.1752
0.2,0.19,0.1258,0.1727
0.2,0.23,0.1261,0.1688
0.3,0.28,0.1263,0.1655
0.3,0.32,0.1265,0.1619
0.4,0.36,0.1266,0.1579
0.4,0.40,0.1264,0.1539
0.5,0.45,0.1261,0.1496
0.5,0.49,0.1256,0.1454
0.6,0.53,0.1248,0.1411
0.6,0.58,0.1236,0.1364
0.6,0.63,0.1218,0.1315
0.7,0.67,0.1191,0.1260
0.7,0.72,0.1149,0.1199
0.8,0.76,0.1086,0.1129
0.8,0.80,0.1006,0.1052
0.9,0.82,0.0925,0.0987
0.9,0.84,0.0842,0.0921
1.0,0.86,0.0757,0.0854
1.0,0.87,0.0671,0.0782
1.1,0.88,0.0582,0.0702
1.1,0.89,0.0490,0.0612
1.1,0.89,0.0396,0.0514
1.2,0.87,0.0300,0.0411
1.2,0.83,0.0202,0.0303
1.3,0.69,0.0098,0.0190
1.3,0.03,-0.0002,0.0087
