# J, eta_p, CT, CP
0.0,0.00,0.0796,0.0427
0.0,0.06,0.0793,0.0423
0.1,0.11,0.0790,0.0418
0.1,0.17,0.0785,0.0414
0.1,0.22,0.0780,0.0409
0.1,0.27,0.0773,0.0403
0.1,0.32,0.0764,0.0398
0.2,0.37,0.0755,0.0391
0.2,0.41,0.0743,0.0384
0.2,0.46,0.0729,0.0377
0.3,0.50,0.0712,0.0370
0.3,0.55,0.0693,0.0362
0.3,0.58,0.0669,0.0353
0.3,0.62,0.0641,0.0343
0.4,0.65,0.0610,0.0333
0.4,0.68,0.0576,0.0321
0.4,0.71,0.0541,0.0310
0.4,0.72,0.0504,0.0298
0.5,0.74,0.0466,0.0286
0.5,0.75,0.0427,0.0272
0.5,0.76,0.0388,0.0256
0.5,0.77,0.0348,0.0239
0.6,0.77,0.0307,0.0220
0.6,0.77,0.0265,0.0199
0.6,0.77,0.0223,0.0176
0.6,0.75,0.0179,0.0150
0.7,0.72,0.0135,0.0124
0.7,0.64,0.0091,0.0096
0.7,0.47,0.0046,0.0069
0.7,-0.00,0.0001,0.0053
