# J, eta_p, CT, CP
0.0,0.00,0.1172,0.1294
0.0,0.06,0.1174,0.1281
0.1,0.11,0.1177,0.1268
0.1,0.16,0.1180,0.1255
0.2,0.21,0.1182,0.1242
0.2,0.26,0.1184,0.1229
0.3,0.31,0.1185,0.1215
0.3,0.36,0.1186,0.1202
0.3,0.40,0.1185,0.1188
0.4,0.45,0.1184,0.1177
0.4,0.49,0.1181,0.1162
0.5,0.53,0.1175,0.1146
0.5,0.57,0.1166,0.1128
0.6,0.61,0.1153,0.1105
0.6,0.66,0.1132,0.1079
0.6,0.70,0.1103,0.1047
0.7,0.74,0.1062,0.1007
0.7,0.77,0.1007,0.0961
0.8,0.80,0.0934,0.0904
0.8,0.83,0.0855,0.0848
0.9,0.84,0.0776,0.0790
0.9,0.86,0.0697,0.0737
0.9,0.87,0.0615,0.0673
1.0,0.87,0.0532,0.0603
1.0,0.88,0.0448,0.0526
1.1,0.88,0.0361,0.0441
1.1,0.87,0.0273,0.0351
1.2,0.83,0.0184,0.0257
1.2,0.69,0.0093,0.0162
1.2,-0.00,-0.0000,0.0068
