# J, eta_p, CT, CP
0.0,0.00,0.0800,0.0398
0.0,0.05,0.0796,0.0395
0.1,0.11,0.0791,0.0394
0.1,0.16,0.0786,0.0390
0.1,0.21,0.0779,0.0387
0.1,0.26,0.0772,0.0384
0.1,0.31,0.0762,0.0379
0.2,0.35,0.0752,0.0375
0.2,0.40,0.0739,0.0369
0.2,0.44,0.0721,0.0361
0.2,0.48,0.0697,0.0350
0.3,0.52,0.0670,0.0340
0.3,0.56,0.0641,0.0330
0.3,0.59,0.0611,0.0321
0.3,0.62,0.0580,0.0312
0.3,0.64,0.0548,0.0303
0.4,0.67,0.0514,0.0292
0.4,0.68,0.0480,0.0282
0.4,0.70,0.0445,0.0270
0.4,0.71,0.0408,0.0257
0.5,0.72,0.0371,0.0242
0.5,0.73,0.0333,0.0227
0.5,0.73,0.0295,0.0209
0.5,0.72,0.0256,0.0192
0.6,0.71,0.0216,0.0173
0.6,0.68,0.0174,0.0152
0.6,0.62,0.0132,0.0132
0.6,0.51,0.0089,0.0110
0.7,0.34,0.0045,0.0089
0.7,-0.00,-0.0000,0.0067
