# J, eta_p, CT, CP
0.0,0.00,0.0912,0.0370
0.0,0.06,0.0904,0.0369
0.0,0.12,0.0893,0.0367
0.1,0.17,0.0882,0.0366
0.1,0.22,0.0868,0.0365
0.1,0.28,0.0853,0.0364
0.1,0.33,0.0834,0.0362
0.2,0.38,0.0814,0.0360
0.2,0.42,0.0792,0.0356
0.2,0.46,0.0768,0.0352
0.2,0.51,0.0742,0.0347
0.3,0.55,0.0714,0.0341
0.3,0.58,0.0684,0.0333
0.3,0.62,0.0652,0.0325
0.3,0.65,0.0617,0.0316
0.4,0.67,0.0582,0.0305
0.4,0.70,0.0546,0.0294
0.4,0.72,0.0509,0.0282
0.4,0.74,0.0472,0.0270
0.4,0.76,0.0433,0.0256
0.5,0.77,0.0394,0.0240
0.5,0.79,0.0354,0.0223
0.5,0.79,0.0313,0.0205
0.5,0.80,0.0270,0.0184
0.6,0.79,0.0227,0.0162
0.6,0.77,0.0183,0.0140
0.6,0.74,0.0138,0.0115
0.6,0.67,0.0092,0.0089
0.7,0.50,0.0047,0.0064
0.7,-0.01,-0.0000,0.0045
