# J, eta_p, CT, CP
0.0,0.00,0.1201,0.1187
0.0,0.05,0.1202,0.1167
0.1,0.09,0.1203,0.1147
0.1,0.14,0.1203,0.1126
0.1,0.19,0.1203,0.1104
0.2,0.23,0.1201,0.1082
0.2,0.28,0.1199,0.1059
0.3,0.32,0.1196,0.1035
0.3,0.37,0.1191,0.1011
0.3,0.42,0.1185,0.0987
0.4,0.47,0.1176,0.0961
0.4,0.52,0.1165,0.0935
0.4,0.57,0.1147,0.0908
0.5,0.62,0.1124,0.0879
0.5,0.67,0.1091,0.0850
0.6,0.71,0.1047,0.0818
0.6,0.75,0.0983,0.0780
0.6,0.77,0.0915,0.0746
0.7,0.80,0.0847,0.0711
0.7,0.81,0.0776,0.0673
0.7,0.83,0.0705,0.0630
0.8,0.84,0.0632,0.0584
0.8,0.85,0.0558,0.0533
0.9,0.86,0.0482,0.0477
0.9,0.86,0.0405,0.0418
0.9,0.85,0.0326,0.0354
1.0,0.82,0.0246,0.0289
1.0,0.75,0.0166,0.0223
1.0,0.55,0.0083,0.0157
1.1,-0.00,-0.0000,0.0093
