# J, eta_p, CT, CP
0.0,0.00,0.0956,0.0826
0.0,0.05,0.0958,0.0826
0.1,0.09,0.0958,0.0809
0.1,0.14,0.0959,0.0800
0.1,0.19,0.0959,0.0780
0.2,0.23,0.0960,0.0779
0.2,0.28,0.0959,0.0760
0.2,0.32,0.0957,0.0746
0.3,0.38,0.0953,0.0721
0.3,0.42,0.0948,0.0709
0.3,0.47,0.0941,0.0691
0.4,0.52,0.0931,0.0676
0.4,0.57,0.0916,0.0661
0.4,0.61,0.0898,0.0649
0.5,0.66,0.0874,0.0635
0.5,0.69,0.0845,0.0627
0.5,0.73,0.0810,0.0611
0.6,0.76,0.0766,0.0591
0.6,0.78,0.0713,0.0564
0.6,0.80,0.0657,0.0533
0.7,0.82,0.0598,0.0500
0.7,0.83,0.0538,0.0464
0.7,0.84,0.0476,0.0425
0.8,0.85,0.0413,0.0382
0.8,0.85,0.0348,0.0336
0.8,0.85,0.0281,0.0284
0.9,0.82,0.0212,0.0230
0.9,0.76,0.0142,0.0174
0.9,0.61,0.0071,0.0116
1.0,-0.00,0.0000,0.0059
