# J, eta_p, CT, CP
0.0,0.00,0.1013,0.1077
0.0,0.06,0.1016,0.1072
0.1,0.11,0.1019,0.1072
0.1,0.16,0.1022,0.1066
0.2,0.21,0.1024,0.1052
0.2,0.26,0.1025,0.1043
0.2,0.31,0.1026,0.1030
0.3,0.36,0.1027,0.1018
0.3,0.40,0.1027,0.1015
0.4,0.44,0.1025,0.0994
0.4,0.48,0.1023,0.0983
0.4,0.53,0.1019,0.0974
0.5,0.56,0.1013,0.0963
0.5,0.60,0.1003,0.0942
0.6,0.64,0.0992,0.0934
0.6,0.68,0.0973,0.0918
0.6,0.71,0.0944,0.0892
0.7,0.75,0.0901,0.0851
0.7,0.78,0.0843,0.0803
0.8,0.81,0.0776,0.0752
0.8,0.83,0.0706,0.0697
0.8,0.84,0.0635,0.0645
0.9,0.85,0.0562,0.0589
0.9,0.86,0.0487,0.0527
1.0,0.86,0.0408,0.0459
1.0,0.85,0.0328,0.0388
1.0,0.82,0.0248,0.0316
1.1,0.75,0.0165,0.0242
1.1,0.57,0.0087,0.0174
1.2,0.01,0.0004,0.0106
