# J, eta_p, CT, CP
0.0,0.00,0.0862,0.0644
0.0,0.05,0.0861,0.0638
0.1,0.11,0.0861,0.0631
0.1,0.16,0.0860,0.0626
0.1,0.21,0.0859,0.0619
0.1,0.26,0.0857,0.0611
0.2,0.31,0.0854,0.0603
0.2,0.35,0.0850,0.0594
0.2,0.40,0.0845,0.0584
0.3,0.44,0.0838,0.0574
0.3,0.49,0.0828,0.0565
0.3,0.53,0.0816,0.0555
0.4,0.57,0.0800,0.0544
0.4,0.61,0.0780,0.0530
0.4,0.65,0.0754,0.0513
0.4,0.68,0.0718,0.0491
0.5,0.71,0.0676,0.0467
0.5,0.74,0.0631,0.0442
0.5,0.76,0.0585,0.0421
0.6,0.78,0.0538,0.0397
0.6,0.79,0.0489,0.0374
0.6,0.80,0.0439,0.0348
0.7,0.81,0.0388,0.0320
0.7,0.81,0.0336,0.0289
0.7,0.81,0.0283,0.0256
0.8,0.79,0.0229,0.0220
0.8,0.76,0.0174,0.0182
0.8,0.68,0.0118,0.0141
0.8,0.51,0.0059,0.0100
0.9,-0.00,0.0000,0.0060
