# J, eta_p, CT, CP
0.0,0.00,0.1107,0.0468
0.0,0.06,0.1099,0.0476
0.1,0.13,0.1090,0.0483
0.1,0.19,0.1080,0.0489
0.1,0.24,0.1069,0.0496
0.1,0.29,0.1054,0.0502
0.2,0.34,0.1037,0.0506
0.2,0.39,0.1016,0.0509
0.2,0.44,0.0992,0.0511
0.3,0.48,0.0965,0.0510
0.3,0.51,0.0931,0.0507
0.3,0.55,0.0895,0.0502
0.3,0.58,0.0857,0.0497
0.4,0.61,0.0820,0.0491
0.4,0.63,0.0780,0.0483
0.4,0.66,0.0740,0.0475
0.4,0.67,0.0696,0.0463
0.5,0.69,0.0651,0.0450
0.5,0.70,0.0607,0.0435
0.5,0.71,0.0559,0.0417
0.6,0.72,0.0510,0.0397
0.6,0.72,0.0457,0.0372
0.6,0.72,0.0404,0.0345
0.6,0.71,0.0348,0.0315
0.7,0.70,0.0291,0.0282
0.7,0.66,0.0235,0.0248
0.7,0.61,0.0178,0.0213
0.8,0.51,0.0119,0.0176
0.8,0.34,0.0060,0.0140
0.8,0.00,0.0000,0.0105
