# J, eta_p, CT, CP
0.0,0.00,0.1211,0.0851
0.0,0.05,0.1206,0.0828
0.1,0.09,0.1199,0.0804
0.1,0.14,0.1191,0.0779
0.1,0.19,0.1180,0.0754
0.1,0.24,0.1167,0.0728
0.2,0.29,0.1151,0.0702
0.2,0.34,0.1131,0.0677
0.2,0.39,0.1109,0.0653
0.2,0.44,0.1082,0.0630
0.3,0.49,0.1052,0.0609
0.3,0.53,0.1017,0.0590
0.3,0.57,0.0978,0.0574
0.4,0.61,0.0935,0.0557
0.4,0.65,0.0887,0.0540
0.4,0.67,0.0837,0.0522
0.4,0.70,0.0785,0.0504
0.5,0.72,0.0731,0.0483
0.5,0.74,0.0677,0.0460
0.5,0.76,0.0621,0.0436
0.6,0.77,0.0564,0.0408
0.6,0.79,0.0506,0.0378
0.6,0.80,0.0446,0.0346
0.6,0.80,0.0385,0.0311
0.7,0.80,0.0323,0.0273
0.7,0.78,0.0261,0.0233
0.7,0.74,0.0197,0.0193
0.8,0.66,0.0132,0.0152
0.8,0.47,0.0067,0.0111
0.8,-0.00,-0.0000,0.0072
