# J, eta_p, CT, CP
0.0,0.00,0.0863,0.0335
0.0,0.05,0.0851,0.0331
0.0,0.11,0.0837,0.0327
0.1,0.16,0.0822,0.0323
0.1,0.21,0.0805,0.0319
0.1,0.26,0.0788,0.0316
0.1,0.31,0.0768,0.0312
0.1,0.35,0.0747,0.0307
0.2,0.39,0.0725,0.0302
0.2,0.44,0.0701,0.0298
0.2,0.47,0.0676,0.0293
0.2,0.51,0.0649,0.0287
0.2,0.54,0.0619,0.0281
0.3,0.57,0.0591,0.0275
0.3,0.60,0.0560,0.0267
0.3,0.63,0.0529,0.0260
0.3,0.65,0.0496,0.0251
0.3,0.67,0.0463,0.0241
0.4,0.69,0.0429,0.0231
0.4,0.70,0.0395,0.0220
0.4,0.71,0.0359,0.0207
0.4,0.72,0.0322,0.0193
0.4,0.72,0.0285,0.0178
0.5,0.72,0.0246,0.0162
0.5,0.71,0.0207,0.0145
0.5,0.68,0.0167,0.0127
0.5,0.64,0.0126,0.0108
0.5,0.55,0.0085,0.0088
0.6,0.38,0.0043,0.0068
0.6,-0.00,-0.0000,0.0049
