# J, eta_p, CT, CP
0.0,0.00,0.0935,0.0347
0.0,0.05,0.0919,0.0347
0.0,0.11,0.0901,0.0345
0.1,0.16,0.0882,0.0342
0.1,0.20,0.0862,0.0339
0.1,0.25,0.0841,0.0336
0.1,0.30,0.0819,0.0332
0.1,0.34,0.0796,0.0327
0.2,0.38,0.0770,0.0322
0.2,0.42,0.0742,0.0316
0.2,0.46,0.0712,0.0310
0.2,0.49,0.0682,0.0304
0.2,0.53,0.0651,0.0297
0.3,0.55,0.0620,0.0290
0.3,0.58,0.0588,0.0281
0.3,0.61,0.0554,0.0272
0.3,0.63,0.0520,0.0263
0.3,0.65,0.0485,0.0252
0.4,0.67,0.0449,0.0240
0.4,0.69,0.0412,0.0228
0.4,0.70,0.0375,0.0215
0.4,0.71,0.0337,0.0201
0.4,0.71,0.0298,0.0185
0.4,0.70,0.0259,0.0170
0.5,0.69,0.0218,0.0153
0.5,0.66,0.0177,0.0136
0.5,0.61,0.0134,0.0117
0.5,0.52,0.0090,0.0098
0.5,0.35,0.0046,0.0079
0.6,-0.00,-0.0000,0.0062
