# J, eta_p, CT, CP
0.0,0.00,0.0954,0.0801
0.0,0.05,0.0954,0.0785
0.1,0.09,0.0953,0.0769
0.1,0.14,0.0952,0.0751
0.1,0.18,0.0950,0.0742
0.1,0.23,0.0948,0.0723
0.2,0.27,0.0944,0.0697
0.2,0.32,0.0940,0.0691
0.2,0.37,0.0931,0.0659
0.3,0.42,0.0921,0.0637
0.3,0.46,0.0908,0.0620
0.3,0.52,0.0890,0.0596
0.4,0.57,0.0868,0.0572
0.4,0.62,0.0841,0.0547
0.4,0.66,0.0809,0.0529
0.5,0.69,0.0772,0.0513
0.5,0.72,0.0727,0.0495
0.5,0.75,0.0679,0.0476
0.5,0.77,0.0631,0.0455
0.6,0.78,0.0581,0.0433
0.6,0.80,0.0529,0.0407
0.6,0.81,0.0475,0.0379
0.7,0.82,0.0420,0.0347
0.7,0.82,0.0363,0.0312
0.7,0.82,0.0306,0.0275
0.8,0.81,0.0247,0.0234
0.8,0.78,0.0188,0.0192
0.8,0.72,0.0127,0.0148
0.9,0.54,0.0064,0.0105
0.9,0.00,0.0000,0.0063
