# J, eta_p, CT, CP
0.0,0.00,0.1131,0.0907
0.0,0.05,0.1131,0.0885
0.1,0.10,0.1133,0.0893
0.1,0.15,0.1133,0.0883
0.1,0.20,0.1133,0.0874
0.2,0.25,0.1131,0.0848
0.2,0.29,0.1131,0.0853
0.2,0.34,0.1128,0.0839
0.3,0.39,0.1124,0.0826
0.3,0.44,0.1117,0.0811
0.3,0.49,0.1105,0.0791
0.4,0.54,0.1090,0.0778
0.4,0.58,0.1068,0.0763
0.4,0.63,0.1040,0.0746
0.5,0.67,0.1003,0.0729
0.5,0.70,0.0958,0.0707
0.5,0.73,0.0904,0.0682
0.6,0.76,0.0846,0.0654
0.6,0.78,0.0785,0.0625
0.6,0.80,0.0722,0.0593
0.7,0.82,0.0656,0.0555
0.7,0.83,0.0589,0.0514
0.8,0.84,0.0521,0.0469
0.8,0.85,0.0451,0.0421
0.8,0.85,0.0379,0.0369
0.9,0.85,0.0307,0.0314
0.9,0.82,0.0235,0.0258
0.9,0.76,0.0157,0.0194
1.0,0.60,0.0074,0.0127
1.0,0.03,-0.0007,0.0068
