# J, eta_p, CT, CP
0.0,0.00,0.1641,0.2150
0.0,0.04,0.1645,0.2113
0.1,0.09,0.1649,0.2074
0.1,0.13,0.1652,0.2030
0.2,0.18,0.1654,0.1989
0.2,0.22,0.1656,0.1945
0.3,0.26,0.1656,0.1904
0.3,0.31,0.1655,0.1858
0.3,0.35,0.1653,0.1812
0.4,0.40,0.1648,0.1765
0.4,0.45,0.1642,0.1718
0.5,0.49,0.1632,0.1666
0.5,0.54,0.1618,0.1614
0.6,0.59,0.1597,0.1565
0.6,0.64,0.1564,0.1515
0.7,0.69,0.1518,0.1460
0.7,0.74,0.1453,0.1399
0.8,0.77,0.1366,0.1340
0.8,0.79,0.1268,0.1275
0.8,0.81,0.1168,0.1208
0.9,0.83,0.1065,0.1133
0.9,0.85,0.0958,0.1049
1.0,0.86,0.0848,0.0957
1.0,0.87,0.0736,0.0858
1.1,0.88,0.0618,0.0744
1.1,0.88,0.0500,0.0624
1.1,0.88,0.0380,0.0499
1.2,0.84,0.0260,0.0370
1.2,0.70,0.0127,0.0228
1.3,-0.00,-0.0000,0.0103
