# J, eta_p, CT, CP
0.00,0.0000,0.1178,0.1333
0.04,0.0499,0.1181,0.1315
0.09,0.0992,0.1184,0.1296
0.13,0.1479,0.1187,0.1275
0.17,0.1960,0.1189,0.1254
0.22,0.2439,0.1191,0.1233
0.26,0.2916,0.1192,0.1210
0.30,0.3388,0.1193,0.1188
0.35,0.3858,0.1192,0.1166
0.39,0.4329,0.1191,0.1145
0.43,0.4801,0.1188,0.1123
0.47,0.5279,0.1183,0.1101
0.52,0.5763,0.1175,0.1079
0.56,0.6252,0.1161,0.1054
0.60,0.6733,0.1139,0.1027
0.65,0.7182,0.1107,0.0999
0.69,0.7569,0.1062,0.0969
0.73,0.7891,0.1003,0.0933
0.78,0.8149,0.0931,0.0887
0.82,0.8349,0.0853,0.0838
0.86,0.8518,0.0775,0.0784
0.91,0.8662,0.0695,0.0726
0.95,0.8785,0.0613,0.0662
0.99,0.8885,0.0530,0.0591
1.04,0.8942,0.0445,0.0515
1.08,0.8940,0.0358,0.0432
1.12,0.8823,0.0270,0.0343
1.16,0.8419,0.0181,0.0251
1.21,0.7176,0.0092,0.0155
1.25,0.0018,0.0000,0.0061
