# J, eta_p, CT, CP
0.00,0.0000,0.1245,0.1931
0.05,0.0477,0.1251,0.1898
0.10,0.0947,0.1257,0.1865
0.15,0.1409,0.1262,0.1831
0.20,0.1864,0.1267,0.1797
0.25,0.2314,0.1271,0.1760
0.30,0.2759,0.1275,0.1723
0.35,0.3201,0.1277,0.1685
0.40,0.3642,0.1278,0.1646
0.45,0.4085,0.1278,0.1605
0.50,0.4532,0.1275,0.1565
0.55,0.4981,0.1271,0.1524
0.60,0.5442,0.1263,0.1482
0.65,0.5914,0.1252,0.1437
0.70,0.6395,0.1236,0.1392
0.75,0.6883,0.1213,0.1344
0.80,0.7369,0.1179,0.1291
0.85,0.7825,0.1127,0.1230
0.90,0.8205,0.1053,0.1158
0.95,0.8460,0.0962,0.1082
1.00,0.8628,0.0873,0.1014
1.05,0.8772,0.0783,0.0939
1.10,0.8893,0.0691,0.0856
1.15,0.8995,0.0598,0.0766
1.20,0.9074,0.0503,0.0666
1.25,0.9113,0.0406,0.0557
1.30,0.9059,0.0306,0.0440
1.35,0.8722,0.0205,0.0318
1.40,0.7399,0.0104,0.0196
1.45,0.0019,0.0000,0.0079
