# J, eta_p, CT, CP
0.0,0.00,0.1599,0.1087
0.0,0.05,0.1597,0.1076
0.1,0.11,0.1593,0.1065
0.1,0.16,0.1587,0.1052
0.1,0.22,0.1578,0.1039
0.2,0.27,0.1566,0.1027
0.2,0.32,0.1549,0.1013
0.2,0.37,0.1526,0.0999
0.3,0.42,0.1498,0.0986
0.3,0.47,0.1462,0.0973
0.3,0.51,0.1416,0.0956
0.4,0.56,0.1365,0.0938
0.4,0.59,0.1306,0.0917
0.5,0.63,0.1242,0.0894
0.5,0.66,0.1177,0.0869
0.5,0.69,0.1109,0.0841
0.6,0.71,0.1039,0.0811
0.6,0.74,0.0968,0.0777
0.6,0.76,0.0895,0.0739
0.7,0.77,0.0820,0.0699
0.7,0.79,0.0743,0.0654
0.7,0.80,0.0667,0.0607
0.8,0.81,0.0588,0.0557
0.8,0.81,0.0508,0.0503
0.8,0.80,0.0425,0.0445
0.9,0.77,0.0342,0.0386
0.9,0.72,0.0258,0.0325
0.9,0.62,0.0175,0.0267
1.0,0.41,0.0088,0.0209
1.0,0.00,0.0000,0.0155
