# J, eta_p, CT, CP
0.0,0.00,0.1228,0.1633
0.1,0.05,0.1232,0.1608
0.1,0.09,0.1236,0.1582
0.1,0.14,0.1240,0.1554
0.2,0.18,0.1243,0.1526
0.2,0.23,0.1245,0.1497
0.3,0.27,0.1247,0.1462
0.3,0.32,0.1248,0.1436
0.4,0.36,0.1248,0.1405
0.4,0.41,0.1247,0.1372
0.5,0.45,0.1243,0.1339
0.5,0.50,0.1238,0.1305
0.5,0.55,0.1231,0.1271
0.6,0.60,0.1219,0.1236
0.6,0.65,0.1202,0.1202
0.7,0.70,0.1175,0.1166
0.7,0.74,0.1132,0.1121
0.8,0.78,0.1073,0.1074
0.8,0.81,0.1000,0.1024
0.9,0.83,0.0922,0.0972
0.9,0.84,0.0841,0.0914
1.0,0.86,0.0758,0.0850
1.0,0.87,0.0672,0.0777
1.0,0.88,0.0582,0.0695
1.1,0.89,0.0489,0.0605
1.1,0.89,0.0396,0.0510
1.2,0.89,0.0301,0.0407
1.2,0.85,0.0203,0.0298
1.3,0.73,0.0102,0.0181
1.3,-0.01,-0.0001,0.0069
