# J, eta_p, CT, CP
0.0,0.00,0.1979,0.1842
0.0,0.05,0.1976,0.1812
0.1,0.10,0.1972,0.1781
0.1,0.15,0.1966,0.1750
0.1,0.19,0.1958,0.1717
0.2,0.24,0.1947,0.1683
0.2,0.29,0.1932,0.1647
0.3,0.33,0.1914,0.1610
0.3,0.38,0.1891,0.1569
0.3,0.42,0.1863,0.1532
0.4,0.47,0.1829,0.1492
0.4,0.51,0.1788,0.1450
0.4,0.56,0.1739,0.1410
0.5,0.60,0.1684,0.1371
0.5,0.64,0.1621,0.1333
0.6,0.67,0.1547,0.1289
0.6,0.70,0.1458,0.1232
0.6,0.73,0.1361,0.1174
0.7,0.75,0.1262,0.1118
0.7,0.77,0.1160,0.1058
0.7,0.79,0.1056,0.0993
0.8,0.80,0.0947,0.0920
0.8,0.81,0.0840,0.0843
0.8,0.82,0.0727,0.0756
0.9,0.82,0.0610,0.0661
0.9,0.82,0.0493,0.0561
1.0,0.80,0.0370,0.0454
1.0,0.74,0.0247,0.0345
1.0,0.56,0.0123,0.0236
1.1,-0.00,-0.0000,0.0131
