# J, eta_p, CT, CP
0.0,0.00,0.1186,0.1392
0.0,0.05,0.1188,0.1367
0.1,0.10,0.1190,0.1340
0.1,0.14,0.1192,0.1314
0.2,0.19,0.1194,0.1286
0.2,0.24,0.1194,0.1257
0.2,0.28,0.1194,0.1226
0.3,0.33,0.1193,0.1195
0.3,0.37,0.1190,0.1164
0.4,0.42,0.1186,0.1132
0.4,0.46,0.1179,0.1100
0.4,0.51,0.1170,0.1065
0.5,0.56,0.1155,0.1027
0.5,0.61,0.1131,0.0984
0.6,0.66,0.1097,0.0937
0.6,0.71,0.1053,0.0891
0.6,0.75,0.0999,0.0850
0.7,0.78,0.0938,0.0814
0.7,0.80,0.0869,0.0774
0.7,0.82,0.0798,0.0734
0.8,0.84,0.0726,0.0689
0.8,0.85,0.0651,0.0638
0.9,0.86,0.0575,0.0582
0.9,0.87,0.0498,0.0523
0.9,0.87,0.0419,0.0457
1.0,0.87,0.0338,0.0383
1.0,0.86,0.0255,0.0305
1.1,0.83,0.0172,0.0222
1.1,0.73,0.0087,0.0133
1.1,-0.00,0.0000,0.0042
