# J, eta_p, CT, CP
0.0,0.00,0.0839,0.0795
0.0,0.05,0.0839,0.0766
0.1,0.09,0.0840,0.0762
0.1,0.13,0.0840,0.0741
0.1,0.18,0.0840,0.0735
0.2,0.22,0.0839,0.0721
0.2,0.27,0.0838,0.0686
0.2,0.31,0.0839,0.0693
0.3,0.36,0.0836,0.0667
0.3,0.40,0.0834,0.0662
0.3,0.45,0.0831,0.0651
0.4,0.50,0.0823,0.0625
0.4,0.55,0.0815,0.0611
0.4,0.59,0.0804,0.0602
0.5,0.65,0.0784,0.0577
0.5,0.69,0.0761,0.0559
0.5,0.74,0.0726,0.0531
0.6,0.76,0.0683,0.0515
0.6,0.79,0.0636,0.0493
0.6,0.80,0.0586,0.0469
0.7,0.82,0.0535,0.0442
0.7,0.83,0.0483,0.0411
0.7,0.85,0.0428,0.0377
0.8,0.85,0.0370,0.0338
0.8,0.85,0.0312,0.0297
0.8,0.85,0.0253,0.0253
0.9,0.82,0.0193,0.0208
0.9,0.76,0.0132,0.0161
0.9,0.58,0.0065,0.0110
1.0,-0.00,0.0000,0.0062
