# J, eta_p, CT, CP
0.0,0.00,0.1111,0.0491
0.0,0.06,0.1100,0.0488
0.0,0.11,0.1086,0.0485
0.1,0.17,0.1070,0.0482
0.1,0.22,0.1052,0.0478
0.1,0.27,0.1032,0.0474
0.1,0.32,0.1009,0.0468
0.2,0.37,0.0983,0.0463
0.2,0.41,0.0956,0.0456
0.2,0.46,0.0927,0.0450
0.2,0.50,0.0896,0.0443
0.3,0.54,0.0862,0.0435
0.3,0.57,0.0826,0.0427
0.3,0.61,0.0786,0.0416
0.3,0.64,0.0746,0.0404
0.4,0.67,0.0704,0.0391
0.4,0.69,0.0660,0.0377
0.4,0.71,0.0615,0.0361
0.4,0.74,0.0570,0.0344
0.5,0.75,0.0524,0.0325
0.5,0.77,0.0476,0.0304
0.5,0.78,0.0427,0.0282
0.5,0.79,0.0377,0.0258
0.6,0.80,0.0326,0.0232
0.6,0.79,0.0274,0.0204
0.6,0.78,0.0222,0.0175
0.6,0.75,0.0168,0.0144
0.7,0.68,0.0113,0.0111
0.7,0.51,0.0057,0.0077
0.7,-0.01,-0.0000,0.0048
