# J, eta_p, CT, CP
0.0,0.00,0.1000,0.0810
0.0,0.05,0.0999,0.0793
0.1,0.09,0.0997,0.0774
0.1,0.14,0.0994,0.0756
0.1,0.18,0.0992,0.0745
0.1,0.23,0.0988,0.0725
0.2,0.27,0.0982,0.0697
0.2,0.32,0.0975,0.0675
0.2,0.37,0.0965,0.0651
0.3,0.42,0.0951,0.0627
0.3,0.47,0.0934,0.0602
0.3,0.52,0.0911,0.0576
0.3,0.57,0.0884,0.0552
0.4,0.62,0.0851,0.0531
0.4,0.66,0.0813,0.0510
0.4,0.69,0.0771,0.0493
0.5,0.72,0.0724,0.0474
0.5,0.74,0.0676,0.0455
0.5,0.76,0.0626,0.0435
0.6,0.78,0.0576,0.0413
0.6,0.79,0.0524,0.0389
0.6,0.80,0.0471,0.0362
0.6,0.81,0.0416,0.0331
0.7,0.82,0.0359,0.0297
0.7,0.81,0.0301,0.0261
0.7,0.80,0.0242,0.0222
0.8,0.77,0.0183,0.0182
0.8,0.70,0.0123,0.0141
0.8,0.53,0.0062,0.0099
0.8,-0.00,-0.0000,0.0059
