# J, eta_p, CT, CP
0.0,0.00,0.1076,0.0544
0.0,0.05,0.1070,0.0531
0.1,0.11,0.1062,0.0529
0.1,0.16,0.1053,0.0521
0.1,0.21,0.1042,0.0511
0.1,0.26,0.1028,0.0507
0.1,0.31,0.1012,0.0501
0.2,0.36,0.0992,0.0491
0.2,0.41,0.0970,0.0487
0.2,0.45,0.0944,0.0483
0.3,0.50,0.0914,0.0476
0.3,0.54,0.0882,0.0466
0.3,0.58,0.0847,0.0456
0.3,0.61,0.0808,0.0444
0.4,0.64,0.0766,0.0431
0.4,0.67,0.0724,0.0417
0.4,0.70,0.0679,0.0403
0.4,0.72,0.0634,0.0388
0.5,0.74,0.0588,0.0370
0.5,0.76,0.0540,0.0350
0.5,0.77,0.0490,0.0327
0.5,0.78,0.0439,0.0303
0.6,0.79,0.0388,0.0277
0.6,0.80,0.0335,0.0248
0.6,0.80,0.0282,0.0219
0.6,0.78,0.0228,0.0188
0.7,0.74,0.0174,0.0157
0.7,0.67,0.0120,0.0125
0.7,0.50,0.0064,0.0092
0.7,0.04,0.0008,0.0063
