# J, eta_p, CT, CP
0.0,0.00,0.1242,0.1358
0.0,0.05,0.1245,0.1349
0.1,0.11,0.1248,0.1338
0.1,0.16,0.1250,0.1322
0.2,0.21,0.1253,0.1310
0.2,0.26,0.1255,0.1299
0.2,0.30,0.1257,0.1287
0.3,0.35,0.1258,0.1274
0.3,0.39,0.1258,0.1264
0.4,0.44,0.1257,0.1253
0.4,0.48,0.1255,0.1242
0.5,0.52,0.1250,0.1236
0.5,0.56,0.1242,0.1221
0.5,0.60,0.1227,0.1198
0.6,0.64,0.1204,0.1164
0.6,0.68,0.1167,0.1122
0.7,0.72,0.1115,0.1068
0.7,0.76,0.1046,0.1003
0.8,0.79,0.0968,0.0938
0.8,0.81,0.0889,0.0882
0.8,0.83,0.0809,0.0828
0.9,0.84,0.0727,0.0763
0.9,0.85,0.0642,0.0696
1.0,0.86,0.0556,0.0624
1.0,0.87,0.0469,0.0545
1.1,0.87,0.0379,0.0460
1.1,0.85,0.0287,0.0368
1.1,0.81,0.0194,0.0272
1.2,0.68,0.0098,0.0171
1.2,0.04,0.0002,0.0077
