# J, eta_p, CT, CP
0.0,0.00,0.0943,0.0468
0.0,0.05,0.0938,0.0461
0.0,0.11,0.0932,0.0454
0.1,0.16,0.0925,0.0447
0.1,0.21,0.0915,0.0440
0.1,0.26,0.0903,0.0434
0.1,0.32,0.0889,0.0429
0.2,0.37,0.0873,0.0425
0.2,0.41,0.0854,0.0421
0.2,0.46,0.0832,0.0416
0.2,0.50,0.0808,0.0410
0.3,0.54,0.0782,0.0402
0.3,0.58,0.0752,0.0393
0.3,0.62,0.0720,0.0384
0.3,0.65,0.0684,0.0374
0.4,0.67,0.0647,0.0363
0.4,0.70,0.0608,0.0351
0.4,0.72,0.0567,0.0337
0.4,0.74,0.0525,0.0321
0.5,0.76,0.0482,0.0304
0.5,0.77,0.0439,0.0286
0.5,0.79,0.0395,0.0266
0.5,0.79,0.0350,0.0244
0.6,0.80,0.0303,0.0220
0.6,0.80,0.0255,0.0194
0.6,0.78,0.0206,0.0167
0.6,0.75,0.0156,0.0138
0.7,0.68,0.0105,0.0106
0.7,0.53,0.0053,0.0074
0.7,-0.00,-0.0000,0.0046
