# J, eta_p, CT, CP
0.0,0.00,0.1003,0.0420
0.0,0.06,0.0992,0.0416
0.0,0.11,0.0978,0.0412
0.1,0.16,0.0963,0.0408
0.1,0.22,0.0944,0.0403
0.1,0.27,0.0925,0.0398
0.1,0.32,0.0903,0.0393
0.2,0.36,0.0878,0.0388
0.2,0.41,0.0851,0.0382
0.2,0.45,0.0821,0.0376
0.2,0.49,0.0790,0.0370
0.2,0.52,0.0758,0.0364
0.3,0.56,0.0725,0.0356
0.3,0.59,0.0690,0.0348
0.3,0.62,0.0654,0.0338
0.3,0.64,0.0617,0.0328
0.4,0.67,0.0579,0.0316
0.4,0.69,0.0541,0.0303
0.4,0.71,0.0501,0.0289
0.4,0.73,0.0461,0.0274
0.5,0.74,0.0419,0.0257
0.5,0.75,0.0376,0.0239
0.5,0.76,0.0333,0.0220
0.5,0.76,0.0288,0.0199
0.5,0.75,0.0242,0.0177
0.6,0.73,0.0196,0.0154
0.6,0.68,0.0148,0.0131
0.6,0.58,0.0100,0.0107
0.6,0.40,0.0050,0.0083
0.7,-0.01,-0.0000,0.0061
