# J, eta_p, CT, CP
0.0,0.00,0.1057,0.0571
0.0,0.05,0.1045,0.0552
0.0,0.10,0.1030,0.0534
0.1,0.15,0.1014,0.0516
0.1,0.19,0.0996,0.0497
0.1,0.24,0.0976,0.0480
0.1,0.29,0.0953,0.0463
0.2,0.34,0.0928,0.0446
0.2,0.38,0.0901,0.0433
0.2,0.43,0.0869,0.0420
0.2,0.47,0.0837,0.0410
0.2,0.50,0.0803,0.0400
0.3,0.54,0.0766,0.0390
0.3,0.57,0.0728,0.0380
0.3,0.59,0.0691,0.0370
0.3,0.62,0.0652,0.0359
0.4,0.64,0.0612,0.0347
0.4,0.66,0.0571,0.0334
0.4,0.68,0.0529,0.0318
0.4,0.69,0.0485,0.0301
0.4,0.71,0.0441,0.0283
0.5,0.72,0.0395,0.0263
0.5,0.72,0.0349,0.0242
0.5,0.72,0.0301,0.0220
0.5,0.71,0.0253,0.0195
0.6,0.68,0.0204,0.0170
0.6,0.63,0.0154,0.0145
0.6,0.55,0.0104,0.0118
0.6,0.37,0.0052,0.0091
0.7,-0.01,-0.0001,0.0064
