# J, eta_p, CT, CP
0.0,0.00,0.1209,0.1329
0.0,0.05,0.1211,0.1309
0.1,0.09,0.1213,0.1288
0.1,0.14,0.1215,0.1266
0.2,0.19,0.1217,0.1243
0.2,0.23,0.1217,0.1219
0.2,0.28,0.1218,0.1195
0.3,0.33,0.1217,0.1170
0.3,0.37,0.1214,0.1144
0.4,0.42,0.1211,0.1119
0.4,0.47,0.1205,0.1091
0.4,0.52,0.1197,0.1064
0.5,0.57,0.1183,0.1035
0.5,0.62,0.1163,0.1002
0.6,0.67,0.1133,0.0969
0.6,0.71,0.1091,0.0934
0.7,0.75,0.1038,0.0899
0.7,0.78,0.0972,0.0862
0.7,0.80,0.0900,0.0821
0.8,0.82,0.0827,0.0779
0.8,0.84,0.0751,0.0729
0.8,0.85,0.0673,0.0674
0.9,0.86,0.0595,0.0616
0.9,0.87,0.0516,0.0553
1.0,0.88,0.0434,0.0483
1.0,0.87,0.0350,0.0406
1.1,0.86,0.0264,0.0325
1.1,0.81,0.0178,0.0241
1.1,0.66,0.0089,0.0154
1.2,-0.00,-0.0000,0.0071
