# J, eta_p, CT, CP
0.0,0.00,0.0940,0.0656
0.0,0.05,0.0940,0.0648
0.1,0.10,0.0940,0.0638
0.1,0.15,0.0939,0.0629
0.1,0.20,0.0938,0.0619
0.1,0.25,0.0936,0.0609
0.2,0.30,0.0934,0.0599
0.2,0.35,0.0930,0.0587
0.2,0.40,0.0924,0.0576
0.3,0.46,0.0914,0.0563
0.3,0.51,0.0900,0.0551
0.3,0.56,0.0881,0.0539
0.4,0.60,0.0856,0.0528
0.4,0.64,0.0827,0.0517
0.4,0.68,0.0792,0.0505
0.5,0.71,0.0754,0.0491
0.5,0.74,0.0711,0.0474
0.5,0.77,0.0664,0.0455
0.5,0.78,0.0616,0.0436
0.6,0.80,0.0567,0.0414
0.6,0.82,0.0514,0.0388
0.6,0.83,0.0461,0.0359
0.7,0.84,0.0407,0.0329
0.7,0.85,0.0353,0.0295
0.7,0.85,0.0297,0.0259
0.8,0.84,0.0239,0.0220
0.8,0.82,0.0180,0.0177
0.8,0.77,0.0120,0.0132
0.9,0.64,0.0060,0.0083
0.9,-0.01,-0.0000,0.0046
