# J, eta_p, CT, CP
0.0,0.00,0.1144,0.1338
0.0,0.05,0.1147,0.1313
0.1,0.09,0.1149,0.1286
0.1,0.14,0.1150,0.1259
0.2,0.18,0.1152,0.1231
0.2,0.22,0.1152,0.1202
0.2,0.27,0.1153,0.1171
0.3,0.31,0.1152,0.1140
0.3,0.36,0.1150,0.1109
0.3,0.41,0.1146,0.1076
0.4,0.46,0.1141,0.1043
0.4,0.51,0.1133,0.1009
0.5,0.56,0.1119,0.0973
0.5,0.61,0.1098,0.0933
0.5,0.66,0.1068,0.0891
0.6,0.71,0.1025,0.0849
0.6,0.75,0.0971,0.0810
0.7,0.78,0.0906,0.0772
0.7,0.81,0.0837,0.0734
0.7,0.82,0.0768,0.0695
0.8,0.84,0.0697,0.0652
0.8,0.85,0.0626,0.0604
0.9,0.86,0.0552,0.0552
0.9,0.87,0.0478,0.0494
0.9,0.88,0.0402,0.0431
1.0,0.88,0.0324,0.0363
1.0,0.86,0.0245,0.0291
1.1,0.81,0.0165,0.0215
1.1,0.66,0.0083,0.0137
1.1,-0.00,-0.0000,0.0066
