# J, eta_p, CT, CP
0.0,0.00,0.1126,0.1538
0.0,0.04,0.1130,0.1509
0.1,0.09,0.1133,0.1480
0.1,0.13,0.1135,0.1449
0.2,0.17,0.1138,0.1417
0.2,0.22,0.1139,0.1384
0.3,0.26,0.1140,0.1350
0.3,0.30,0.1141,0.1315
0.4,0.35,0.1140,0.1280
0.4,0.39,0.1138,0.1244
0.4,0.44,0.1134,0.1207
0.5,0.49,0.1128,0.1169
0.5,0.54,0.1120,0.1131
0.6,0.59,0.1109,0.1092
0.6,0.65,0.1091,0.1053
0.7,0.70,0.1064,0.1009
0.7,0.75,0.1023,0.0961
0.8,0.79,0.0961,0.0910
0.8,0.82,0.0887,0.0860
0.8,0.84,0.0814,0.0813
0.9,0.86,0.0739,0.0762
0.9,0.87,0.0662,0.0706
1.0,0.88,0.0585,0.0644
1.0,0.89,0.0506,0.0576
1.1,0.90,0.0425,0.0501
1.1,0.90,0.0343,0.0421
1.1,0.89,0.0259,0.0335
1.2,0.85,0.0175,0.0245
1.2,0.72,0.0088,0.0152
1.3,-0.00,0.0000,0.0067
