# J, eta_p, CT, CP
0.0,0.00,0.1120,0.0584
0.0,0.05,0.1112,0.0580
0.1,0.11,0.1103,0.0573
0.1,0.16,0.1092,0.0567
0.1,0.21,0.1078,0.0560
0.1,0.26,0.1062,0.0551
0.2,0.31,0.1044,0.0542
0.2,0.35,0.1022,0.0532
0.2,0.40,0.0997,0.0521
0.2,0.44,0.0969,0.0509
0.2,0.48,0.0938,0.0499
0.3,0.52,0.0904,0.0488
0.3,0.55,0.0867,0.0478
0.3,0.58,0.0826,0.0466
0.3,0.61,0.0783,0.0453
0.4,0.64,0.0739,0.0440
0.4,0.66,0.0693,0.0426
0.4,0.68,0.0647,0.0410
0.5,0.70,0.0600,0.0392
0.5,0.71,0.0551,0.0372
0.5,0.72,0.0501,0.0350
0.5,0.73,0.0450,0.0326
0.6,0.74,0.0397,0.0300
0.6,0.74,0.0344,0.0271
0.6,0.73,0.0289,0.0240
0.6,0.71,0.0233,0.0207
0.7,0.67,0.0176,0.0173
0.7,0.59,0.0118,0.0137
0.7,0.42,0.0060,0.0102
0.7,-0.01,-0.0000,0.0068
