# J, eta_p, CT, CP
0.0,0.00,0.0629,0.0197
0.0,0.06,0.0618,0.0196
0.0,0.11,0.0606,0.0196
0.1,0.17,0.0593,0.0195
0.1,0.22,0.0579,0.0194
0.1,0.26,0.0564,0.0193
0.1,0.31,0.0548,0.0192
0.1,0.35,0.0530,0.0190
0.1,0.39,0.0512,0.0188
0.2,0.43,0.0493,0.0187
0.2,0.46,0.0474,0.0185
0.2,0.49,0.0454,0.0183
0.2,0.52,0.0433,0.0180
0.2,0.55,0.0412,0.0177
0.2,0.57,0.0390,0.0173
0.3,0.59,0.0368,0.0168
0.3,0.61,0.0345,0.0163
0.3,0.62,0.0321,0.0158
0.3,0.63,0.0297,0.0152
0.3,0.64,0.0273,0.0145
0.4,0.65,0.0248,0.0137
0.4,0.65,0.0222,0.0129
0.4,0.65,0.0196,0.0119
0.4,0.64,0.0170,0.0109
0.4,0.63,0.0142,0.0098
0.4,0.60,0.0115,0.0086
0.5,0.55,0.0087,0.0073
0.5,0.47,0.0058,0.0061
0.5,0.31,0.0029,0.0048
0.5,-0.01,-0.0000,0.0035
