# J, eta_p, CT, CP
0.0,0.00,0.0938,0.1071
0.0,0.06,0.0941,0.1064
0.1,0.11,0.0944,0.1056
0.1,0.16,0.0947,0.1056
0.2,0.21,0.0949,0.1044
0.2,0.26,0.0952,0.1033
0.2,0.31,0.0953,0.1016
0.3,0.36,0.0955,0.1009
0.3,0.40,0.0955,0.1001
0.4,0.44,0.0955,0.0984
0.4,0.48,0.0953,0.0973
0.5,0.52,0.0952,0.0972
0.5,0.56,0.0951,0.0976
0.6,0.60,0.0945,0.0962
0.6,0.63,0.0936,0.0947
0.6,0.67,0.0919,0.0931
0.7,0.70,0.0896,0.0914
0.7,0.73,0.0865,0.0889
0.8,0.76,0.0824,0.0855
0.8,0.79,0.0768,0.0803
0.8,0.81,0.0704,0.0745
0.9,0.83,0.0635,0.0688
0.9,0.85,0.0565,0.0628
1.0,0.85,0.0490,0.0562
1.0,0.85,0.0413,0.0494
1.1,0.83,0.0334,0.0427
1.1,0.78,0.0255,0.0363
1.1,0.68,0.0172,0.0291
1.2,0.48,0.0087,0.0217
1.2,0.01,-0.0000,0.0141
