# J, eta_p, CT, CP
0.0,0.00,0.0940,0.0851
0.0,0.06,0.0942,0.0852
0.1,0.12,0.0944,0.0852
0.1,0.18,0.0946,0.0859
0.2,0.24,0.0949,0.0870
0.2,0.29,0.0950,0.0870
0.3,0.34,0.0952,0.0884
0.3,0.39,0.0952,0.0889
0.4,0.43,0.0953,0.0900
0.4,0.48,0.0955,0.0926
0.4,0.52,0.0955,0.0944
0.5,0.56,0.0953,0.0946
0.5,0.59,0.0948,0.0946
0.6,0.63,0.0942,0.0942
0.6,0.66,0.0934,0.0940
0.7,0.70,0.0918,0.0923
0.7,0.73,0.0897,0.0902
0.8,0.76,0.0869,0.0873
0.8,0.78,0.0837,0.0873
0.8,0.81,0.0793,0.0842
0.9,0.83,0.0735,0.0794
0.9,0.86,0.0660,0.0726
1.0,0.87,0.0582,0.0659
1.0,0.87,0.0504,0.0593
1.1,0.86,0.0421,0.0524
1.1,0.83,0.0339,0.0455
1.2,0.77,0.0256,0.0385
1.2,0.66,0.0176,0.0323
1.2,0.45,0.0088,0.0249
1.3,0.00,-0.0001,0.0175
