# J, eta_p, CT, CP
0.0,0.00,0.1776,0.1266
0.0,0.06,0.1776,0.1279
0.1,0.12,0.1776,0.1293
0.1,0.18,0.1775,0.1307
0.2,0.23,0.1773,0.1322
0.2,0.28,0.1769,0.1336
0.2,0.33,0.1765,0.1350
0.3,0.38,0.1756,0.1362
0.3,0.43,0.1742,0.1370
0.4,0.47,0.1720,0.1372
0.4,0.51,0.1687,0.1365
0.5,0.56,0.1643,0.1349
0.5,0.59,0.1584,0.1322
0.5,0.63,0.1513,0.1292
0.6,0.66,0.1437,0.1260
0.6,0.69,0.1357,0.1223
0.7,0.71,0.1275,0.1182
0.7,0.74,0.1191,0.1138
0.7,0.76,0.1104,0.1088
0.8,0.77,0.1015,0.1033
0.8,0.79,0.0924,0.0971
0.9,0.80,0.0831,0.0902
0.9,0.81,0.0733,0.0823
1.0,0.82,0.0634,0.0737
1.0,0.82,0.0531,0.0642
1.0,0.82,0.0428,0.0540
1.1,0.80,0.0322,0.0433
1.1,0.72,0.0216,0.0335
1.2,0.52,0.0109,0.0245
1.2,0.00,0.0000,0.0164
