# J, eta_p, CT, CP
0.0,0.00,0.0927,0.0575
0.0,0.05,0.0919,0.0558
0.1,0.10,0.0910,0.0540
0.1,0.14,0.0900,0.0521
0.1,0.19,0.0888,0.0503
0.1,0.24,0.0875,0.0484
0.1,0.29,0.0859,0.0465
0.2,0.33,0.0842,0.0446
0.2,0.38,0.0823,0.0428
0.2,0.43,0.0802,0.0412
0.2,0.47,0.0777,0.0397
0.3,0.51,0.0750,0.0382
0.3,0.55,0.0717,0.0368
0.3,0.59,0.0684,0.0357
0.3,0.61,0.0649,0.0347
0.3,0.64,0.0614,0.0336
0.4,0.66,0.0576,0.0323
0.4,0.69,0.0537,0.0310
0.4,0.70,0.0498,0.0296
0.4,0.72,0.0457,0.0281
0.5,0.73,0.0416,0.0265
0.5,0.74,0.0374,0.0246
0.5,0.75,0.0330,0.0226
0.5,0.75,0.0286,0.0205
0.6,0.74,0.0240,0.0182
0.6,0.71,0.0194,0.0158
0.6,0.67,0.0147,0.0134
0.6,0.58,0.0099,0.0109
0.6,0.40,0.0050,0.0082
0.7,-0.00,-0.0000,0.0056
