# J, eta_p, CT, CP
0.0,0.00,0.1186,0.1031
0.0,0.05,0.1184,0.1004
0.1,0.09,0.1181,0.0978
0.1,0.14,0.1177,0.0949
0.1,0.19,0.1172,0.0921
0.1,0.23,0.1164,0.0890
0.2,0.28,0.1155,0.0858
0.2,0.33,0.1142,0.0825
0.2,0.37,0.1125,0.0790
0.3,0.42,0.1105,0.0754
0.3,0.47,0.1079,0.0718
0.3,0.52,0.1049,0.0684
0.4,0.57,0.1013,0.0652
0.4,0.62,0.0972,0.0624
0.4,0.66,0.0925,0.0598
0.5,0.69,0.0872,0.0575
0.5,0.71,0.0817,0.0554
0.5,0.74,0.0762,0.0531
0.5,0.76,0.0706,0.0507
0.6,0.77,0.0648,0.0481
0.6,0.79,0.0589,0.0452
0.6,0.80,0.0529,0.0420
0.7,0.81,0.0467,0.0384
0.7,0.81,0.0404,0.0345
0.7,0.81,0.0339,0.0302
0.8,0.80,0.0273,0.0257
0.8,0.77,0.0207,0.0210
0.8,0.70,0.0139,0.0162
0.8,0.52,0.0070,0.0114
0.9,-0.00,-0.0000,0.0069
