# J, eta_p, CT, CP
0.00,0.0000,0.1195,0.1093
0.03,0.0448,0.1195,0.1074
0.07,0.0888,0.1195,0.1061
0.10,0.1332,0.1194,0.1040
0.14,0.1776,0.1192,0.1018
0.17,0.2243,0.1188,0.0988
0.20,0.2690,0.1184,0.0967
0.24,0.3144,0.1178,0.0945
0.27,0.3591,0.1170,0.0926
0.30,0.4058,0.1159,0.0903
0.34,0.4533,0.1144,0.0878
0.37,0.5056,0.1123,0.0842
0.41,0.5553,0.1098,0.0812
0.44,0.5969,0.1070,0.0798
0.47,0.6398,0.1035,0.0774
0.51,0.6783,0.0993,0.0750
0.54,0.7106,0.0942,0.0725
0.58,0.7363,0.0884,0.0697
0.61,0.7588,0.0822,0.0666
0.64,0.7785,0.0758,0.0630
0.68,0.7953,0.0690,0.0591
0.71,0.8096,0.0621,0.0548
0.74,0.8205,0.0549,0.0501
0.78,0.8279,0.0476,0.0451
0.81,0.8300,0.0403,0.0397
0.85,0.8242,0.0328,0.0340
0.88,0.8011,0.0251,0.0279
0.91,0.7313,0.0164,0.0210
0.95,0.5668,0.0080,0.0142
0.98,0.0009,0.0000,0.0081
