# J, eta_p, CT, CP
0.0,0.00,0.1007,0.0556
0.0,0.05,0.1006,0.0548
0.0,0.11,0.1002,0.0535
0.1,0.16,0.0998,0.0532
0.1,0.21,0.0992,0.0519
0.1,0.27,0.0984,0.0514
0.2,0.32,0.0973,0.0506
0.2,0.37,0.0959,0.0499
0.2,0.42,0.0942,0.0491
0.2,0.47,0.0921,0.0484
0.3,0.52,0.0896,0.0476
0.3,0.56,0.0867,0.0467
0.3,0.60,0.0834,0.0457
0.4,0.64,0.0798,0.0447
0.4,0.67,0.0757,0.0434
0.4,0.70,0.0714,0.0421
0.4,0.72,0.0670,0.0406
0.5,0.74,0.0625,0.0390
0.5,0.77,0.0578,0.0372
0.5,0.78,0.0530,0.0352
0.5,0.80,0.0481,0.0329
0.6,0.81,0.0432,0.0305
0.6,0.82,0.0380,0.0278
0.6,0.83,0.0329,0.0250
0.7,0.82,0.0275,0.0220
0.7,0.81,0.0221,0.0188
0.7,0.77,0.0168,0.0155
0.7,0.69,0.0113,0.0120
0.8,0.51,0.0057,0.0086
0.8,-0.00,-0.0000,0.0054
