# J, eta_p, CT, CP
0.0,0.00,0.1205,0.0824
0.1,0.07,0.1208,0.0844
0.1,0.15,0.1211,0.0866
0.2,0.21,0.1214,0.0889
0.2,0.28,0.1218,0.0914
0.3,0.34,0.1221,0.0941
0.3,0.39,0.1225,0.0970
0.4,0.45,0.1230,0.1001
0.4,0.49,0.1234,0.1033
0.5,0.54,0.1238,0.1065
0.5,0.58,0.1242,0.1101
0.6,0.62,0.1245,0.1137
0.6,0.66,0.1245,0.1172
0.7,0.69,0.1241,0.1205
0.7,0.72,0.1233,0.1234
0.8,0.75,0.1218,0.1259
0.8,0.77,0.1192,0.1271
0.9,0.80,0.1151,0.1264
0.9,0.82,0.1080,0.1223
1.0,0.84,0.0994,0.1161
1.0,0.85,0.0906,0.1093
1.1,0.86,0.0816,0.1018
1.1,0.87,0.0721,0.0931
1.2,0.88,0.0624,0.0834
1.2,0.89,0.0529,0.0732
1.3,0.89,0.0427,0.0614
1.3,0.89,0.0324,0.0485
1.4,0.87,0.0218,0.0348
1.4,0.77,0.0110,0.0206
1.5,0.02,0.0001,0.0075
