# J, eta_p, CT, CP
0.0,0.00,0.1198,0.0971
0.1,0.07,0.1202,0.0986
0.1,0.14,0.1206,0.1002
0.2,0.21,0.1210,0.1020
0.2,0.27,0.1214,0.1041
0.3,0.33,0.1219,0.1062
0.3,0.38,0.1223,0.1086
0.4,0.43,0.1228,0.1111
0.4,0.48,0.1233,0.1138
0.5,0.53,0.1238,0.1166
0.5,0.57,0.1243,0.1196
0.6,0.61,0.1247,0.1226
0.6,0.65,0.1250,0.1257
0.7,0.68,0.1250,0.1287
0.8,0.72,0.1248,0.1314
0.8,0.75,0.1240,0.1338
0.9,0.78,0.1222,0.1350
0.9,0.80,0.1179,0.1335
1.0,0.83,0.1102,0.1280
1.0,0.85,0.1009,0.1208
1.1,0.86,0.0917,0.1134
1.1,0.88,0.0823,0.1053
1.2,0.89,0.0727,0.0963
1.2,0.90,0.0630,0.0864
1.3,0.90,0.0530,0.0752
1.3,0.91,0.0428,0.0629
1.4,0.91,0.0323,0.0495
1.4,0.88,0.0217,0.0354
1.5,0.78,0.0109,0.0208
1.6,0.00,0.0000,0.0068
