# J, eta_p, CT, CP
0.0,0.00,0.0932,0.0740
0.1,0.07,0.0935,0.0748
0.1,0.13,0.0937,0.0757
0.1,0.19,0.0940,0.0767
0.2,0.25,0.0943,0.0779
0.2,0.31,0.0946,0.0791
0.3,0.36,0.0949,0.0805
0.3,0.41,0.0952,0.0820
0.4,0.46,0.0955,0.0836
0.4,0.51,0.0957,0.0854
0.5,0.55,0.0959,0.0870
0.5,0.59,0.0960,0.0886
0.6,0.63,0.0960,0.0901
0.6,0.66,0.0958,0.0914
0.7,0.69,0.0950,0.0925
0.7,0.73,0.0938,0.0930
0.8,0.76,0.0918,0.0930
0.8,0.78,0.0892,0.0924
0.8,0.81,0.0855,0.0904
0.9,0.83,0.0806,0.0871
0.9,0.85,0.0738,0.0819
1.0,0.87,0.0660,0.0757
1.0,0.87,0.0582,0.0694
1.1,0.87,0.0503,0.0629
1.1,0.85,0.0422,0.0561
1.2,0.82,0.0340,0.0488
1.2,0.77,0.0256,0.0411
1.3,0.66,0.0170,0.0330
1.3,0.46,0.0086,0.0246
1.4,0.00,0.0000,0.0161
