# J, eta_p, CT, CP
0.0,0.00,0.1388,0.1579
0.0,0.05,0.1410,0.1347
0.1,0.11,0.1411,0.1344
0.1,0.16,0.1413,0.1345
0.2,0.21,0.1415,0.1349
0.2,0.25,0.1417,0.1347
0.3,0.30,0.1419,0.1345
0.3,0.34,0.1421,0.1341
0.3,0.39,0.1422,0.1338
0.4,0.43,0.1422,0.1335
0.4,0.47,0.1420,0.1330
0.5,0.51,0.1414,0.1322
0.5,0.55,0.1402,0.1308
0.5,0.59,0.1384,0.1292
0.6,0.63,0.1354,0.1272
0.6,0.66,0.1311,0.1243
0.7,0.70,0.1251,0.1201
0.7,0.73,0.1173,0.1146
0.8,0.75,0.1090,0.1089
0.8,0.77,0.1002,0.1034
0.8,0.78,0.0912,0.0974
0.9,0.79,0.0819,0.0905
0.9,0.80,0.0725,0.0832
1.0,0.80,0.0627,0.0751
1.0,0.80,0.0528,0.0662
1.0,0.79,0.0426,0.0565
1.1,0.76,0.0325,0.0462
1.1,0.70,0.0220,0.0352
1.2,0.55,0.0111,0.0236
1.2,0.00,-0.0000,0.0118
