# J, eta_p, CT, CP
0.0,0.00,0.1238,0.1635
0.0,0.05,0.1242,0.1606
0.1,0.09,0.1246,0.1576
0.1,0.14,0.1250,0.1545
0.2,0.18,0.1253,0.1512
0.2,0.22,0.1255,0.1478
0.3,0.27,0.1256,0.1443
0.3,0.31,0.1256,0.1408
0.4,0.36,0.1255,0.1371
0.4,0.41,0.1252,0.1334
0.4,0.45,0.1247,0.1296
0.5,0.50,0.1239,0.1258
0.5,0.55,0.1228,0.1221
0.6,0.60,0.1212,0.1182
0.6,0.65,0.1188,0.1141
0.7,0.70,0.1154,0.1096
0.7,0.75,0.1108,0.1052
0.8,0.78,0.1050,0.1007
0.8,0.81,0.0978,0.0958
0.8,0.83,0.0898,0.0904
0.9,0.85,0.0815,0.0846
0.9,0.87,0.0731,0.0784
1.0,0.88,0.0646,0.0715
1.0,0.89,0.0558,0.0639
1.1,0.90,0.0469,0.0556
1.1,0.90,0.0378,0.0466
1.1,0.89,0.0286,0.0368
1.2,0.86,0.0192,0.0266
1.2,0.74,0.0097,0.0162
1.3,0.00,0.0000,0.0057
