# J, eta_p, CT, CP
0.0,0.00,0.1223,0.0868
0.0,0.06,0.1225,0.0877
0.1,0.13,0.1227,0.0886
0.1,0.18,0.1229,0.0896
0.2,0.24,0.1231,0.0908
0.2,0.29,0.1232,0.0920
0.2,0.35,0.1233,0.0933
0.3,0.39,0.1234,0.0946
0.3,0.44,0.1233,0.0958
0.4,0.49,0.1230,0.0970
0.4,0.53,0.1223,0.0979
0.4,0.57,0.1213,0.0987
0.5,0.61,0.1198,0.0991
0.5,0.64,0.1179,0.0992
0.6,0.68,0.1153,0.0989
0.6,0.71,0.1120,0.0980
0.7,0.74,0.1077,0.0964
0.7,0.77,0.1015,0.0929
0.7,0.79,0.0941,0.0885
0.8,0.81,0.0866,0.0840
0.8,0.82,0.0788,0.0789
0.9,0.83,0.0709,0.0734
0.9,0.84,0.0627,0.0673
0.9,0.85,0.0543,0.0604
1.0,0.86,0.0457,0.0528
1.0,0.85,0.0370,0.0445
1.1,0.84,0.0280,0.0356
1.1,0.81,0.0189,0.0261
1.1,0.70,0.0095,0.0159
1.2,0.01,-0.0000,0.0057
