# J, eta_p, CT, CP
0.0,0.00,0.1131,0.0880
0.0,0.05,0.1132,0.0868
0.1,0.10,0.1132,0.0855
0.1,0.16,0.1132,0.0842
0.1,0.21,0.1131,0.0829
0.2,0.26,0.1130,0.0815
0.2,0.31,0.1127,0.0800
0.2,0.36,0.1124,0.0786
0.3,0.41,0.1118,0.0770
0.3,0.46,0.1108,0.0754
0.3,0.51,0.1093,0.0737
0.4,0.56,0.1073,0.0721
0.4,0.60,0.1046,0.0705
0.4,0.65,0.1011,0.0688
0.5,0.68,0.0968,0.0669
0.5,0.72,0.0917,0.0648
0.5,0.75,0.0861,0.0624
0.6,0.77,0.0802,0.0598
0.6,0.79,0.0742,0.0571
0.6,0.81,0.0681,0.0540
0.7,0.83,0.0618,0.0506
0.7,0.84,0.0554,0.0469
0.7,0.85,0.0489,0.0428
0.8,0.86,0.0422,0.0382
0.8,0.86,0.0354,0.0334
0.8,0.86,0.0285,0.0282
0.9,0.83,0.0215,0.0227
0.9,0.77,0.0144,0.0171
0.9,0.60,0.0073,0.0115
1.0,-0.00,0.0000,0.0063
