# J, eta_p, CT, CP
0.0,0.00,0.0892,0.0871
0.0,0.06,0.0894,0.0869
0.1,0.11,0.0896,0.0868
0.1,0.17,0.0897,0.0856
0.1,0.22,0.0899,0.0855
0.2,0.27,0.0900,0.0845
0.2,0.31,0.0901,0.0837
0.3,0.36,0.0901,0.0833
0.3,0.40,0.0900,0.0822
0.3,0.45,0.0899,0.0816
0.4,0.49,0.0896,0.0802
0.4,0.53,0.0893,0.0795
0.5,0.57,0.0887,0.0791
0.5,0.60,0.0880,0.0785
0.5,0.64,0.0869,0.0776
0.6,0.67,0.0853,0.0761
0.6,0.71,0.0832,0.0746
0.6,0.74,0.0796,0.0718
0.7,0.77,0.0747,0.0680
0.7,0.80,0.0690,0.0636
0.8,0.82,0.0630,0.0588
0.8,0.84,0.0567,0.0543
0.8,0.85,0.0503,0.0499
0.9,0.85,0.0437,0.0451
0.9,0.85,0.0368,0.0395
0.9,0.85,0.0298,0.0335
1.0,0.83,0.0225,0.0269
1.0,0.77,0.0151,0.0203
1.1,0.59,0.0077,0.0142
1.1,0.01,0.0000,0.0080
