# J, eta_p, CT, CP
0.0,0.00,0.1366,0.1110
0.0,0.05,0.1366,0.1094
0.1,0.10,0.1364,0.1078
0.1,0.15,0.1361,0.1061
0.1,0.19,0.1358,0.1044
0.2,0.24,0.1353,0.1014
0.2,0.29,0.1346,0.0996
0.2,0.34,0.1338,0.0978
0.3,0.39,0.1327,0.0969
0.3,0.44,0.1312,0.0949
0.3,0.48,0.1291,0.0930
0.4,0.53,0.1266,0.0910
0.4,0.57,0.1234,0.0892
0.4,0.61,0.1196,0.0874
0.5,0.65,0.1151,0.0853
0.5,0.69,0.1099,0.0827
0.5,0.72,0.1039,0.0797
0.6,0.75,0.0969,0.0762
0.6,0.77,0.0898,0.0725
0.7,0.79,0.0826,0.0686
0.7,0.81,0.0751,0.0643
0.7,0.82,0.0674,0.0595
0.8,0.83,0.0596,0.0542
0.8,0.84,0.0516,0.0486
0.8,0.85,0.0433,0.0424
0.9,0.84,0.0350,0.0360
0.9,0.82,0.0264,0.0293
0.9,0.74,0.0174,0.0220
1.0,0.57,0.0081,0.0145
1.0,-0.04,-0.0005,0.0075
