# J, eta_p, CT, CP
0.0,0.00,0.1207,0.1278
0.0,0.05,0.1209,0.1249
0.1,0.09,0.1210,0.1226
0.1,0.14,0.1212,0.1209
0.1,0.18,0.1213,0.1184
0.2,0.23,0.1212,0.1152
0.2,0.28,0.1212,0.1126
0.3,0.32,0.1210,0.1099
0.3,0.37,0.1207,0.1076
0.3,0.42,0.1202,0.1047
0.4,0.47,0.1194,0.1019
0.4,0.52,0.1182,0.0988
0.5,0.57,0.1165,0.0956
0.5,0.62,0.1139,0.0923
0.5,0.67,0.1104,0.0890
0.6,0.71,0.1059,0.0860
0.6,0.75,0.1004,0.0829
0.7,0.78,0.0938,0.0793
0.7,0.80,0.0869,0.0756
0.7,0.82,0.0798,0.0716
0.8,0.83,0.0727,0.0673
0.8,0.85,0.0649,0.0619
0.8,0.86,0.0573,0.0565
0.9,0.87,0.0495,0.0505
0.9,0.87,0.0416,0.0440
1.0,0.87,0.0335,0.0369
1.0,0.86,0.0253,0.0295
1.0,0.81,0.0170,0.0218
1.1,0.67,0.0086,0.0138
1.1,-0.00,-0.0000,0.0062
