# J, eta_p, CT, CP
0.0,0.00,0.0932,0.0404
0.0,0.06,0.0925,0.0402
0.0,0.11,0.0917,0.0400
0.1,0.17,0.0907,0.0399
0.1,0.22,0.0895,0.0397
0.1,0.27,0.0881,0.0395
0.1,0.32,0.0864,0.0393
0.2,0.37,0.0845,0.0389
0.2,0.42,0.0824,0.0386
0.2,0.46,0.0800,0.0381
0.2,0.50,0.0775,0.0375
0.3,0.54,0.0748,0.0369
0.3,0.58,0.0718,0.0361
0.3,0.61,0.0685,0.0353
0.3,0.64,0.0650,0.0343
0.4,0.67,0.0613,0.0333
0.4,0.69,0.0576,0.0321
0.4,0.72,0.0538,0.0308
0.4,0.74,0.0498,0.0294
0.5,0.76,0.0458,0.0278
0.5,0.77,0.0417,0.0262
0.5,0.78,0.0375,0.0244
0.5,0.79,0.0332,0.0224
0.5,0.79,0.0288,0.0202
0.6,0.79,0.0242,0.0179
0.6,0.77,0.0196,0.0154
0.6,0.74,0.0148,0.0128
0.6,0.67,0.0099,0.0099
0.7,0.50,0.0050,0.0071
0.7,-0.01,0.0000,0.0049
