# J, eta_p, CT, CP
0.0,0.00,0.0928,0.0935
0.0,0.05,0.0930,0.0918
0.1,0.09,0.0931,0.0901
0.1,0.13,0.0932,0.0883
0.1,0.18,0.0933,0.0864
0.2,0.22,0.0933,0.0843
0.2,0.27,0.0933,0.0823
0.2,0.32,0.0932,0.0802
0.3,0.36,0.0931,0.0780
0.3,0.41,0.0928,0.0758
0.4,0.46,0.0923,0.0734
0.4,0.51,0.0915,0.0709
0.4,0.57,0.0903,0.0684
0.5,0.62,0.0885,0.0658
0.5,0.67,0.0861,0.0632
0.5,0.72,0.0824,0.0604
0.6,0.76,0.0774,0.0575
0.6,0.78,0.0721,0.0551
0.6,0.80,0.0667,0.0526
0.7,0.82,0.0612,0.0498
0.7,0.83,0.0555,0.0467
0.7,0.85,0.0495,0.0432
0.8,0.85,0.0439,0.0397
0.8,0.86,0.0379,0.0357
0.8,0.85,0.0318,0.0315
0.9,0.83,0.0256,0.0269
0.9,0.79,0.0193,0.0223
0.9,0.69,0.0129,0.0176
1.0,0.49,0.0065,0.0129
1.0,-0.00,0.0000,0.0082
