# J, eta_p, CT, CP
0.0,0.00,0.1417,0.0862
0.0,0.06,0.1418,0.0876
0.1,0.12,0.1418,0.0890
0.1,0.18,0.1418,0.0905
0.2,0.23,0.1417,0.0921
0.2,0.29,0.1415,0.0936
0.2,0.34,0.1413,0.0952
0.3,0.38,0.1408,0.0968
0.3,0.43,0.1403,0.0984
0.3,0.47,0.1395,0.0998
0.4,0.51,0.1385,0.1012
0.4,0.55,0.1370,0.1023
0.4,0.59,0.1351,0.1030
0.5,0.62,0.1320,0.1028
0.5,0.66,0.1265,0.1007
0.6,0.69,0.1196,0.0974
0.6,0.71,0.1122,0.0937
0.6,0.74,0.1047,0.0900
0.7,0.76,0.0970,0.0859
0.7,0.77,0.0892,0.0813
0.7,0.79,0.0810,0.0763
0.8,0.80,0.0727,0.0711
0.8,0.81,0.0644,0.0652
0.9,0.81,0.0557,0.0587
0.9,0.81,0.0469,0.0517
0.9,0.79,0.0379,0.0445
1.0,0.75,0.0286,0.0368
1.0,0.66,0.0192,0.0291
1.0,0.47,0.0097,0.0213
1.1,-0.00,0.0000,0.0138
