# J, eta_p, CT, CP
0.00,0.0000,0.1165,0.1205
0.04,0.0532,0.1166,0.1187
0.08,0.1050,0.1167,0.1172
0.11,0.1555,0.1167,0.1156
0.15,0.2045,0.1167,0.1141
0.19,0.2523,0.1166,0.1123
0.23,0.2989,0.1164,0.1107
0.27,0.3443,0.1161,0.1093
0.30,0.3891,0.1157,0.1068
0.34,0.4329,0.1150,0.1048
0.38,0.4760,0.1142,0.1026
0.42,0.5188,0.1130,0.1002
0.46,0.5616,0.1115,0.0973
0.49,0.6039,0.1094,0.0944
0.53,0.6461,0.1066,0.0910
0.57,0.6879,0.1029,0.0870
0.61,0.7273,0.0982,0.0830
0.65,0.7628,0.0920,0.0781
0.68,0.7908,0.0849,0.0734
0.72,0.8101,0.0779,0.0693
0.76,0.8250,0.0708,0.0650
0.80,0.8373,0.0635,0.0604
0.84,0.8472,0.0561,0.0552
0.87,0.8539,0.0485,0.0495
0.91,0.8564,0.0409,0.0434
0.95,0.8515,0.0330,0.0367
0.99,0.8302,0.0250,0.0296
1.02,0.7668,0.0168,0.0224
1.06,0.5978,0.0085,0.0151
1.10,0.0178,0.0002,0.0079
