# J, eta_p, CT, CP
0.00,0.0000,0.1198,0.1189
0.04,0.0450,0.1199,0.1167
0.07,0.0901,0.1200,0.1144
0.11,0.1352,0.1201,0.1120
0.15,0.1806,0.1200,0.1095
0.18,0.2265,0.1200,0.1069
0.22,0.2730,0.1198,0.1042
0.25,0.3204,0.1195,0.1015
0.29,0.3689,0.1190,0.0987
0.33,0.4189,0.1182,0.0957
0.36,0.4703,0.1171,0.0927
0.40,0.5231,0.1154,0.0894
0.44,0.5757,0.1130,0.0862
0.47,0.6261,0.1098,0.0831
0.51,0.6712,0.1058,0.0803
0.54,0.7090,0.1009,0.0776
0.58,0.7403,0.0952,0.0748
0.62,0.7665,0.0888,0.0715
0.65,0.7884,0.0822,0.0682
0.69,0.8074,0.0755,0.0645
0.73,0.8238,0.0686,0.0604
0.76,0.8378,0.0615,0.0560
0.80,0.8494,0.0544,0.0512
0.83,0.8578,0.0471,0.0458
0.87,0.8624,0.0396,0.0400
0.91,0.8601,0.0319,0.0337
0.94,0.8421,0.0242,0.0271
0.98,0.7905,0.0163,0.0202
1.02,0.6441,0.0082,0.0130
1.05,0.0001,0.0000,0.0065
