# J, eta_p, CT, CP
0.0,0.00,0.1100,0.1373
0.0,0.05,0.1104,0.1352
0.1,0.09,0.1108,0.1330
0.1,0.14,0.1110,0.1294
0.2,0.18,0.1113,0.1283
0.2,0.23,0.1116,0.1258
0.3,0.27,0.1117,0.1222
0.3,0.32,0.1118,0.1198
0.3,0.37,0.1119,0.1173
0.4,0.41,0.1118,0.1157
0.4,0.46,0.1116,0.1128
0.5,0.51,0.1110,0.1090
0.5,0.56,0.1103,0.1069
0.6,0.61,0.1092,0.1043
0.6,0.65,0.1075,0.1016
0.7,0.70,0.1051,0.0988
0.7,0.74,0.1018,0.0959
0.7,0.78,0.0975,0.0929
0.8,0.81,0.0920,0.0894
0.8,0.84,0.0852,0.0849
0.9,0.85,0.0777,0.0798
0.9,0.87,0.0698,0.0740
1.0,0.88,0.0617,0.0674
1.0,0.89,0.0532,0.0601
1.0,0.90,0.0448,0.0523
1.1,0.90,0.0362,0.0440
1.1,0.89,0.0274,0.0349
1.2,0.86,0.0185,0.0255
1.2,0.73,0.0093,0.0157
1.3,0.01,0.0001,0.0057
