# J, eta_p, CT, CP
0.0,0.00,0.1061,0.0465
0.0,0.05,0.1051,0.0458
0.0,0.11,0.1039,0.0451
0.1,0.16,0.1025,0.0444
0.1,0.21,0.1009,0.0437
0.1,0.26,0.0991,0.0430
0.1,0.31,0.0969,0.0424
0.2,0.36,0.0945,0.0418
0.2,0.41,0.0918,0.0412
0.2,0.45,0.0888,0.0406
0.2,0.49,0.0855,0.0399
0.2,0.53,0.0821,0.0392
0.3,0.56,0.0785,0.0384
0.3,0.59,0.0747,0.0374
0.3,0.62,0.0709,0.0364
0.3,0.65,0.0669,0.0353
0.4,0.68,0.0629,0.0341
0.4,0.70,0.0587,0.0328
0.4,0.72,0.0545,0.0313
0.4,0.73,0.0501,0.0297
0.5,0.75,0.0456,0.0280
0.5,0.75,0.0410,0.0261
0.5,0.76,0.0362,0.0241
0.5,0.76,0.0314,0.0219
0.5,0.74,0.0264,0.0196
0.6,0.72,0.0213,0.0171
0.6,0.67,0.0161,0.0146
0.6,0.57,0.0109,0.0120
0.6,0.39,0.0054,0.0094
0.7,0.00,0.0000,0.0070
