# J, eta_p, CT, CP
0.0,0.00,0.1118,0.0568
0.0,0.05,0.1107,0.0554
0.1,0.10,0.1096,0.0544
0.1,0.15,0.1082,0.0535
0.1,0.20,0.1067,0.0529
0.1,0.25,0.1049,0.0519
0.1,0.30,0.1029,0.0512
0.2,0.35,0.1006,0.0505
0.2,0.40,0.0981,0.0497
0.2,0.44,0.0953,0.0487
0.2,0.48,0.0923,0.0479
0.3,0.52,0.0890,0.0471
0.3,0.56,0.0855,0.0460
0.3,0.59,0.0817,0.0447
0.3,0.62,0.0774,0.0434
0.4,0.65,0.0730,0.0420
0.4,0.68,0.0685,0.0404
0.4,0.70,0.0639,0.0388
0.5,0.72,0.0592,0.0369
0.5,0.74,0.0544,0.0349
0.5,0.75,0.0495,0.0328
0.5,0.76,0.0444,0.0305
0.5,0.77,0.0393,0.0280
0.6,0.78,0.0342,0.0253
0.6,0.77,0.0286,0.0223
0.6,0.75,0.0230,0.0192
0.6,0.71,0.0174,0.0160
0.7,0.63,0.0117,0.0127
0.7,0.46,0.0058,0.0093
0.7,-0.01,-0.0001,0.0061
