# J, eta_p, CT, CP
0.0,0.00,0.0886,0.0510
0.0,0.05,0.0878,0.0494
0.0,0.10,0.0869,0.0479
0.1,0.14,0.0859,0.0463
0.1,0.19,0.0846,0.0446
0.1,0.24,0.0832,0.0429
0.1,0.29,0.0816,0.0411
0.1,0.33,0.0797,0.0396
0.2,0.38,0.0776,0.0380
0.2,0.42,0.0752,0.0366
0.2,0.47,0.0727,0.0352
0.2,0.51,0.0697,0.0338
0.3,0.54,0.0667,0.0326
0.3,0.58,0.0636,0.0316
0.3,0.61,0.0604,0.0307
0.3,0.63,0.0570,0.0296
0.3,0.65,0.0535,0.0286
0.4,0.67,0.0500,0.0276
0.4,0.69,0.0464,0.0264
0.4,0.71,0.0426,0.0251
0.4,0.72,0.0387,0.0236
0.5,0.72,0.0348,0.0220
0.5,0.73,0.0308,0.0203
0.5,0.73,0.0266,0.0185
0.5,0.71,0.0224,0.0165
0.5,0.69,0.0181,0.0145
0.6,0.64,0.0138,0.0123
0.6,0.55,0.0093,0.0101
0.6,0.37,0.0047,0.0079
0.6,-0.00,0.0000,0.0058
